Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.inbound.pull,RocketMQMessageSource,doReceive,Long Statement,The length of the statement "return MessageBuilder.fromMessage(message).setHeader(IntegrationMessageHeaderAccessor.ACKNOWLEDGMENT_CALLBACK`new RocketMQAckCallback(this.consumer`messageQueue`messageExt)).build();" is 182.,142
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.inbound,RocketMQConsumerFactory,initPushConsumer,Long Statement,The length of the statement "AllocateMessageQueueStrategy allocateMessageQueueStrategy=RocketMQBeanContainerCache.getBean(consumerProperties.getAllocateMessageQueueStrategy()`AllocateMessageQueueStrategy.class`new AllocateMessageQueueAveragely());" is 218.,51
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.inbound,RocketMQConsumerFactory,initPushConsumer,Long Statement,The length of the statement "if (StringUtils.hasLength(consumerProperties.getAccessKey()) && StringUtils.hasLength(consumerProperties.getSecretKey())) {" is 123.,51
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.inbound,RocketMQConsumerFactory,initPushConsumer,Long Statement,The length of the statement "rpcHook=new AclClientRPCHook(new SessionCredentials(consumerProperties.getAccessKey()`consumerProperties.getSecretKey()));" is 122.,51
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.inbound,RocketMQConsumerFactory,initPushConsumer,Long Statement,The length of the statement "DefaultMQPushConsumer consumer=new DefaultMQPushConsumer(consumerProperties.getGroup()`rpcHook`allocateMessageQueueStrategy`consumerProperties.getEnableMsgTrace()`consumerProperties.getCustomizedTraceTopic());" is 209.,51
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.inbound,RocketMQConsumerFactory,initPullConsumer,Long Statement,The length of the statement "AllocateMessageQueueStrategy allocateMessageQueueStrategy=RocketMQBeanContainerCache.getBean(consumerProperties.getAllocateMessageQueueStrategy()`AllocateMessageQueueStrategy.class);" is 182.,97
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.inbound,RocketMQConsumerFactory,initPullConsumer,Long Statement,The length of the statement "if (StringUtils.hasLength(consumerProperties.getAccessKey()) && StringUtils.hasLength(consumerProperties.getSecretKey())) {" is 123.,97
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.inbound,RocketMQConsumerFactory,initPullConsumer,Long Statement,The length of the statement "rpcHook=new AclClientRPCHook(new SessionCredentials(consumerProperties.getAccessKey()`consumerProperties.getSecretKey()));" is 122.,97
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.inbound,RocketMQConsumerFactory,initPullConsumer,Long Statement,The length of the statement "DefaultLitePullConsumer consumer=new DefaultLitePullConsumer(consumerProperties.getNamespace()`consumerProperties.getGroup()`rpcHook);" is 134.,97
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.inbound,RocketMQInboundChannelAdapter,onInit,Long Statement,The length of the statement "Assert.state(getErrorChannel() == null`"Cannot have an 'errorChannel' property when a 'RetryTemplate' is " + "provided; use an 'ErrorMessageSendingRecoverer' in the 'recoveryCallback' property to " + "send an error message when retries are exhausted");" is 252.,75
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.inbound,RocketMQInboundChannelAdapter,onInit,Long Statement,The length of the statement "@Override public <T`E extends Throwable>void close( RetryContext context` RetryCallback<T`E> callback` Throwable throwable){" is 124.,75
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.inbound,RocketMQInboundChannelAdapter,onInit,Long Statement,The length of the statement "@Override public <T`E extends Throwable>void onError( RetryContext context` RetryCallback<T`E> callback` Throwable throwable){" is 126.,75
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.inbound,RocketMQInboundChannelAdapter,onInit,Long Statement,The length of the statement "pushConsumer.registerMessageListener((MessageListenerOrderly)(msgs`context) -> RocketMQInboundChannelAdapter.this.consumeMessage(msgs`() -> {" is 141.,75
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.inbound,RocketMQInboundChannelAdapter,onInit,Long Statement,The length of the statement "context.setSuspendCurrentQueueTimeMillis(extendedConsumerProperties.getExtension().getPush().getSuspendCurrentQueueTimeMillis());" is 129.,75
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.inbound,RocketMQInboundChannelAdapter,onInit,Long Statement,The length of the statement "pushConsumer.registerMessageListener((MessageListenerConcurrently)(msgs`context) -> RocketMQInboundChannelAdapter.this.consumeMessage(msgs`() -> {" is 146.,75
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.inbound,RocketMQInboundChannelAdapter,onInit,Long Statement,The length of the statement "context.setDelayLevelWhenNextConsume(extendedConsumerProperties.getExtension().getPush().getDelayLevelWhenNextConsume());" is 121.,75
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.inbound,RocketMQInboundChannelAdapter,onInit,Long Statement,The length of the statement "throw new MessagingException(MessageBuilder.withPayload("DefaultMQPushConsumer init failed` Caused by " + e.getMessage()).build()`e);" is 133.,75
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.inbound,RocketMQInboundChannelAdapter,doStart,Long Statement,The length of the statement "pushConsumer.subscribe(topic`RocketMQUtils.getMessageSelector(extendedConsumerProperties.getExtension().getSubscription()));" is 124.,179
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.inbound,RocketMQInboundChannelAdapter,doStart,Long Statement,The length of the statement "throw new MessagingException(MessageBuilder.withPayload("DefaultMQPushConsumer init failed` Caused by " + e.getMessage()).build()`e);" is 133.,179
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.outbound,RocketMQProduceFactory,initRocketMQProducer,Long Statement,The length of the statement "if (StringUtils.hasLength(producerProperties.getAccessKey()) && StringUtils.hasLength(producerProperties.getSecretKey())) {" is 123.,55
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.outbound,RocketMQProduceFactory,initRocketMQProducer,Long Statement,The length of the statement "rpcHook=new AclClientRPCHook(new SessionCredentials(producerProperties.getAccessKey()`producerProperties.getSecretKey()));" is 122.,55
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.outbound,RocketMQProduceFactory,initRocketMQProducer,Long Statement,The length of the statement "AsyncTraceDispatcher dispatcher=new AsyncTraceDispatcher(producerProperties.getGroup()`TraceDispatcher.Type.PRODUCE`producerProperties.getCustomizedTraceTopic()`rpcHook);" is 170.,55
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.outbound,RocketMQProduceFactory,initRocketMQProducer,Long Statement,The length of the statement "producer=new DefaultMQProducer(producerProperties.getNamespace()`producerProperties.getGroup()`rpcHook`producerProperties.getEnableMsgTrace()`producerProperties.getCustomizedTraceTopic());" is 188.,55
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.outbound,RocketMQProduceFactory,initRocketMQProducer,Long Statement,The length of the statement "CheckForbiddenHook checkForbiddenHook=RocketMQBeanContainerCache.getBean(producerProperties.getCheckForbiddenHook()`CheckForbiddenHook.class);" is 142.,55
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.outbound,RocketMQProduceFactory,initRocketMQProducer,Long Statement,The length of the statement "SendMessageHook sendMessageHook=RocketMQBeanContainerCache.getBean(producerProperties.getSendMessageHook()`SendMessageHook.class);" is 130.,55
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.outbound,RocketMQProducerMessageHandler,onInit,Long Statement,The length of the statement "this.messageQueueSelector=RocketMQBeanContainerCache.getBean(mqProducerProperties.getMessageQueueSelector()`MessageQueueSelector.class`extendedProducerProperties.isPartitioned() ? new PartitionMessageQueueSelector() : null);" is 224.,91
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.outbound,RocketMQProducerMessageHandler,start,Long Statement,The length of the statement "log.info(String.format("The partition count of topic '%s' will change from '%s' to '%s'"`destination.getName()`extendedProducerProperties.getPartitionCount()`messageQueues.size()));" is 181.,109
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.outbound,RocketMQProducerMessageHandler,handleMessageInternal,Long Statement,The length of the statement "org.apache.rocketmq.common.message.Message mqMessage=RocketMQMessageConverterSupport.convertMessage2MQ(destination.getName()`message);" is 134.,158
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.outbound,RocketMQProducerMessageHandler,handleMessageInternal,Long Statement,The length of the statement "TransactionListener transactionListener=RocketMQBeanContainerCache.getBean(mqProducerProperties.getTransactionListener()`TransactionListener.class);" is 148.,158
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.outbound,RocketMQProducerMessageHandler,handleMessageInternal,Long Statement,The length of the statement "sendResult=defaultMQProducer.sendMessageInTransaction(mqMessage`message.getHeaders().get(RocketMQConst.USER_TRANSACTIONAL_ARGS));" is 129.,158
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.outbound,RocketMQProducerMessageHandler,send,Long Statement,The length of the statement "throw new MessagingException("message hasn't been sent`cause by : the SendType must be in this values[OneWay` Async` Sync]");" is 125.,205
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.integration.outbound,RocketMQProducerMessageHandler,doFail,Long Statement,The length of the statement "getSendFailureChannel().send(getErrorMessageStrategy().buildErrorMessage(e`ErrorMessageUtils.getAttributeAccessor(message`message)));" is 133.,266
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.properties,RocketMQConsumerProperties,getPullTimeDelayMillsWhenException,Long Identifier,The length of the field pullTimeDelayMillsWhenException is 31.,164
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.properties,RocketMQConsumerProperties,setPullTimeDelayMillsWhenException,Long Identifier,The length of the parameter pullTimeDelayMillsWhenException is 31.,168
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.properties,RocketMQConsumerProperties,setPullTimeDelayMillsWhenException,Long Identifier,The length of the field pullTimeDelayMillsWhenException is 31.,168
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.provisioning.selector,PartitionMessageQueueSelector,select,Empty catch clause,The method has an empty catch block.,37
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq,RocketMQMessageChannelBinder,createProducerMessageHandler,Long Statement,The length of the statement "throw new RuntimeException("Binding for channel " + destination.getName() + " has been disabled` message can't be delivered");" is 126.,77
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq,RocketMQMessageChannelBinder,createProducerMessageHandler,Long Statement,The length of the statement "RocketMQProducerProperties mqProducerProperties=RocketMQUtils.mergeRocketMQProperties(binderConfigurationProperties`extendedProducerProperties.getExtension());" is 159.,77
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq,RocketMQMessageChannelBinder,createProducerMessageHandler,Long Statement,The length of the statement "RocketMQProducerMessageHandler messageHandler=new RocketMQProducerMessageHandler(destination`extendedProducerProperties`mqProducerProperties);" is 142.,77
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq,RocketMQMessageChannelBinder,createProducerMessageHandler,Long Statement,The length of the statement "MessageConverterConfigurer.PartitioningInterceptor partitioningInterceptor=((AbstractMessageChannel)channel).getInterceptors().stream().filter(channelInterceptor -> channelInterceptor instanceof MessageConverterConfigurer.PartitioningInterceptor).map(channelInterceptor -> ((MessageConverterConfigurer.PartitioningInterceptor)channelInterceptor)).findFirst().orElse(null);" is 372.,77
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq,RocketMQMessageChannelBinder,createConsumerEndpoint,Long Statement,The length of the statement "RocketMQInboundChannelAdapter inboundChannelAdapter=new RocketMQInboundChannelAdapter(destination.getName()`extendedConsumerProperties);" is 136.,113
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq,RocketMQMessageChannelBinder,createPolledConsumerResources,Long Statement,The length of the statement "return new PolledConsumerResources(messageSource`registerErrorInfrastructure(destination`group`extendedConsumerProperties`true));" is 129.,148
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq,RocketMQMessageChannelBinder,getPolledConsumerErrorMessageHandler,Long Statement,The length of the statement "ErrorAcknowledgeHandler handler=RocketMQBeanContainerCache.getBean(properties.getExtension().getPull().getErrAcknowledge()`ErrorAcknowledgeHandler.class`new DefaultErrorAcknowledgeHandler());" is 191.,161
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq,RocketMQAutoConfigurationTests,testProperties,Long Statement,The length of the statement "RocketMQBinderConfigurationProperties binderConfigurationProperties=context.getBean(RocketMQBinderConfigurationProperties.class);" is 129.,53
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq,RocketMQMessageChannelBinderTest,createConsumerEndpoint,Long Statement,The length of the statement "MessageProducer consumerEndpoint=binder.createConsumerEndpoint(destination`"test"`new ExtendedConsumerProperties<>(new RocketMQConsumerProperties()));" is 150.,60
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq,RocketMQMessageChannelBinderTest,createAnymousConsumerEndpoint,Long Statement,The length of the statement "ExtendedConsumerProperties<RocketMQConsumerProperties> extendedConsumerProperties=new ExtendedConsumerProperties<>(new RocketMQConsumerProperties());" is 149.,68
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq,RocketMQMessageChannelBinderTest,createAnymousConsumerEndpoint,Long Statement,The length of the statement "Assertions.assertThat(extendedConsumerProperties.getExtension().getGroup()).isEqualTo(RocketMQConst.DEFAULT_GROUP + "_test");" is 125.,68
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq,RocketMQMessageChannelBinderTest,createDLQAnymousConsumerEndpoint,Long Statement,The length of the statement "MessageProducer consumerEndpoint=binder.createConsumerEndpoint(destination`null`new ExtendedConsumerProperties<>(new RocketMQConsumerProperties()));" is 148.,82
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq,RocketMQMessageConverterSupportTest,convertMessage2MQBlankHeaderTest,Long Statement,The length of the statement "Message message=MessageBuilder.withPayload("msg").setHeader(MessageConst.PROPERTY_TAGS`"a").setHeader("test"`"").build();" is 121.,33
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq,RocketMQMessageConverterSupportTest,convertMessage2MQBlankHeaderTest,Long Statement,The length of the statement "org.apache.rocketmq.common.message.Message rkmqMsg=RocketMQMessageConverterSupport.convertMessage2MQ(destination`message);" is 122.,33
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.support,AbstractRocketMQHeaderMapper,matches,Long Statement,The length of the statement "return !MessageConst.STRING_HASH_SET.contains(headerName) && !MessageHeaders.ID.equals(headerName) && !MessageHeaders.TIMESTAMP.equals(headerName)&& !MessageHeaders.CONTENT_TYPE.equals(headerName)&& !MessageHeaders.REPLY_CHANNEL.equals(headerName)&& !MessageHeaders.ERROR_CHANNEL.equals(headerName);" is 299.,48
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.support,RocketMQMessageConverterSupport,convertMessage2Spring,Long Statement,The length of the statement "MessageBuilder messageBuilder=MessageBuilder.withPayload(message.getBody()).setHeader(toRocketHeaderKey(Headers.KEYS)`message.getKeys()).setHeader(toRocketHeaderKey(Headers.TAGS)`message.getTags()).setHeader(toRocketHeaderKey(Headers.TOPIC)`message.getTopic()).setHeader(toRocketHeaderKey(Headers.MESSAGE_ID)`message.getMsgId()).setHeader(toRocketHeaderKey(Headers.BORN_TIMESTAMP)`message.getBornTimestamp()).setHeader(toRocketHeaderKey(Headers.BORN_HOST)`message.getBornHostString()).setHeader(toRocketHeaderKey(Headers.FLAG)`message.getFlag()).setHeader(toRocketHeaderKey(Headers.QUEUE_ID)`message.getQueueId()).setHeader(toRocketHeaderKey(Headers.SYS_FLAG)`message.getSysFlag()).setHeader(toRocketHeaderKey(Headers.TRANSACTION_ID)`message.getTransactionId());" is 762.,51
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.support,RocketMQMessageConverterSupport,addUserProperties,Complex Conditional,The conditional expression !MessageConst.STRING_HASH_SET.contains(key) && !MessageHeaders.ID.equals(key) && !MessageHeaders.TIMESTAMP.equals(key) is complex.,74
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.support,RocketMQMessageConverterSupport,addUserProperties,Long Statement,The length of the statement "if (!MessageConst.STRING_HASH_SET.contains(key) && !MessageHeaders.ID.equals(key) && !MessageHeaders.TIMESTAMP.equals(key)) {" is 125.,74
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.support,RocketMQMessageConverterSupport,doConvert,Long Statement,The length of the statement "throw new RuntimeException(String.format("empty after conversion [messageConverter:%s`payloadClass:%s`payloadObj:%s]"`MESSAGE_CONVERTER.getClass()`payloadObj.getClass()`payloadObj));" is 182.,98
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.support,RocketMQMessageConverterSupport,getAndWrapMessage,Complex Method,Cyclomatic complexity of the method is 9,128
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.support,RocketMQMessageConverterSupport,getAndWrapMessage,Empty catch clause,The method has an empty catch block.,128
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.support,RocketMQMessageConverterSupport,getAndWrapMessage,Long Statement,The length of the statement "Object delayLevelObj=headers.getOrDefault(RocketMQConst.PROPERTY_DELAY_TIME_LEVEL`headers.get(toRocketHeaderKey(RocketMQConst.PROPERTY_DELAY_TIME_LEVEL)));" is 155.,128
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.utils,RocketMQUtils,mergeRocketMQProperties,Complex Method,Cyclomatic complexity of the method is 10,38
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.utils,RocketMQUtils,getInstanceName,Long Statement,The length of the statement "instanceName.append(identify).append(separator).append(UtilAll.getPid()).append(separator).append(Long.toString(System.nanoTime()`36));" is 135.,74
spring-cloud-alibaba,com.alibaba.cloud.stream.binder.rocketmq.utils,RocketMQUtils,getInstanceName,Magic Number,The method contains a magic number: 36,74
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigPropertiesServerAddressBothLevelTests,contextLoads,Magic Number,The method contains a magic number: 2000L,94
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigPropertiesServerAddressTopLevelTests,contextLoads,Magic Number,The method contains a magic number: 2000L,93
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigRefreshTest,testRefreshConfig,Magic Number,The method contains a magic number: 2000L,77
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigRefreshTest,testRefreshConfig,Magic Number,The method contains a magic number: 2000L,77
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigurationExtConfigTests,contextLoads,Magic Number,The method contains a magic number: 2000L,99
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigurationTests,contextLoads,Long Statement,The length of the statement "assertThat(nacosConfigProperties.getSharedConfigs()).contains(new NacosConfigProperties.Config("common1.properties")`new NacosConfigProperties.Config("common2.properties"));" is 173.,108
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigurationTests,contextLoads,Magic Number,The method contains a magic number: 2000L,108
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosConfigurationTests,contextLoads,Magic Number,The method contains a magic number: 1000,108
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosFileExtensionTest,contextLoads,Magic Number,The method contains a magic number: 2000L,93
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosImportCheckTest,testImportCheckEnabled,Long Statement,The length of the statement "assertThatExceptionOfType(ImportException.class).isThrownBy(() -> new SpringApplicationBuilder(NacosConfigTestApplication.class).properties("server.port=0").properties("spring.application.name=import-check-enabled").run());" is 223.,35
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.config,NacosImportCheckTest,testImportCheckDisabled,Long Statement,The length of the statement "assertThatCode(() -> new SpringApplicationBuilder(NacosConfigTestApplication.class).properties("server.port=0").properties("spring.application.name=import-check-disabled").properties("spring.cloud.nacos.config.import-check.enabled=false").run()).doesNotThrowAnyException();" is 273.,44
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.discovery,NacosDiscoveryTest,init,Magic Number,The method contains a magic number: 1000L,74
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.discovery,NacosDiscoveryTest,testServiceDiscovery,Magic Number,The method contains a magic number: 2,87
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.discovery,NacosDiscoveryTest,testServiceDiscoveryWithRestTemplate,Magic Number,The method contains a magic number: 20,96
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.discovery,NacosDiscoveryTest,testServiceDiscoveryWithRestTemplate,Magic Number,The method contains a magic number: 2,96
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.discovery,NacosDiscoveryTest,testServiceDiscoveryWithRestTemplate,Magic Number,The method contains a magic number: 10,96
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.discovery,NacosDiscoveryTest,testServiceDiscoveryWithRestTemplate,Magic Number,The method contains a magic number: 10,96
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.discovery,NacosDiscoveryTest,testServiceDiscoveryWithFeignClient,Magic Number,The method contains a magic number: 20,123
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.discovery,NacosDiscoveryTest,testServiceDiscoveryWithFeignClient,Magic Number,The method contains a magic number: 2,123
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.discovery,NacosDiscoveryTest,testServiceDiscoveryWithFeignClient,Magic Number,The method contains a magic number: 10,123
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.discovery,NacosDiscoveryTest,testServiceDiscoveryWithFeignClient,Magic Number,The method contains a magic number: 10,123
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.discovery,NacosDiscoveryTest,testServiceDiscoveryWithFeignClientUsingSentinelCircuitBreaker,Magic Number,The method contains a magic number: 10,148
spring-cloud-alibaba,com.alibaba.cloud.tests.nacos.discovery,NacosDiscoveryTest,testServiceDiscoveryActuatorEndpoint,Long Statement,The length of the statement "String response=new RestTemplate().getForEntity(String.format("http://127.0.0.1:%d/actuator/nacosdiscovery"`port)`String.class).getBody();" is 138.,168
spring-cloud-alibaba,com.alibaba.cloud.tests.sentinel.degrade,SentinelDegradeTestApp,onApplicationReady,Magic Number,The method contains a magic number: 2,54
spring-cloud-alibaba,com.alibaba.cloud.tests.sentinel.degrade,SentinelFlowControlTestApp,onApplicationReady,Magic Number,The method contains a magic number: 4,63
spring-cloud-alibaba,com.alibaba.cloud.tests.sentinel.degrade,SentinelFlowControlTestApp,onApplicationReady,Magic Number,The method contains a magic number: 3,63
spring-cloud-alibaba,com.alibaba.cloud.tests.sentinel.degrade,SentinelFlowControlTestAppTest,testFlowControl_whenNotTriggered,Magic Number,The method contains a magic number: 3,44
spring-cloud-alibaba,com.alibaba.cloud.tests.sentinel.degrade,SentinelFlowControlTestAppTest,testFlowControl_whenTriggered,Magic Number,The method contains a magic number: 3,59
spring-cloud-alibaba,com.alibaba.cloud.testsupport,ContainerStarter,startNacos,Long Statement,The length of the statement "GenericContainer nacos=new GenericContainer("freemanlau/nacos:" + version).withExposedPorts(8848).withEnv("MODE"`"standalone").withEnv("JVM_XMS"`"256m").withEnv("JVM_XMX"`"256m").withEnv("JVM_XMN"`"128m");" is 205.,64
spring-cloud-alibaba,com.alibaba.cloud.testsupport,ContainerStarter,startNacos,Magic Number,The method contains a magic number: 8848,64
spring-cloud-alibaba,com.alibaba.cloud.testsupport,ContainerStarter,startRocketmq,Long Statement,The length of the statement "GenericContainer rocketmq=new FixedHostPortGenericContainer("freemanlau/rocketmq:" + version).withFixedExposedPort(9876`9876).withFixedExposedPort(10909`10909).withFixedExposedPort(10911`10911).withFixedExposedPort(10912`10912);" is 228.,80
spring-cloud-alibaba,com.alibaba.cloud.testsupport,ContainerStarter,startRocketmq,Magic Number,The method contains a magic number: 9876,80
spring-cloud-alibaba,com.alibaba.cloud.testsupport,ContainerStarter,startRocketmq,Magic Number,The method contains a magic number: 9876,80
spring-cloud-alibaba,com.alibaba.cloud.testsupport,ContainerStarter,startRocketmq,Magic Number,The method contains a magic number: 10909,80
spring-cloud-alibaba,com.alibaba.cloud.testsupport,ContainerStarter,startRocketmq,Magic Number,The method contains a magic number: 10909,80
spring-cloud-alibaba,com.alibaba.cloud.testsupport,ContainerStarter,startRocketmq,Magic Number,The method contains a magic number: 10911,80
spring-cloud-alibaba,com.alibaba.cloud.testsupport,ContainerStarter,startRocketmq,Magic Number,The method contains a magic number: 10911,80
spring-cloud-alibaba,com.alibaba.cloud.testsupport,ContainerStarter,startRocketmq,Magic Number,The method contains a magic number: 10912,80
spring-cloud-alibaba,com.alibaba.cloud.testsupport,ContainerStarter,startRocketmq,Magic Number,The method contains a magic number: 10912,80
spring-cloud-alibaba,com.alibaba.cloud.testsupport,HasDockerAndItEnabledCondition,evaluateExecutionCondition,Long Identifier,The length of the field RUN_INTEGRATION_TESTS_PROPERTY is 30.,44
spring-cloud-alibaba,com.alibaba.cloud.testsupport,SpringCloudAlibabaExtension,beforeAll,Magic Number,The method contains a magic number: 60,45
spring-cloud-alibaba,com.alibaba.cloud.testsupport,SpringCloudAlibabaExtension,beforeAll,Magic Number,The method contains a magic number: 10,45
spring-cloud-alibaba,com.alibaba.cloud.testsupport,SpringCloudAlibabaExtension,runInLocal,Magic Number,The method contains a magic number: 3000,59
spring-cloud-alibaba,com.alibaba.cloud.testsupport,SpringCloudAlibabaExtension,createDockerCompose,Long Statement,The length of the statement "final List<File> files=Stream.of(annotation.composeFiles()).map(it -> SpringCloudAlibaba.class.getClassLoader().getResource(it)).filter(Objects::nonNull).map(URL::getPath).map(File::new).collect(Collectors.toList());" is 216.,81
